date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:34	45809/45809	---M--	200	added ('OK')	image/jpeg	etag:%22b2f1-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/gym6.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/gym6.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:34	8288/8288	---M--	200	added ('OK')	image/jpeg	etag:%222060-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/thumbs/gym6.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/thumbs/gym6.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:39	72708/72708	---M--	200	added ('OK')	image/x-ms-bmp	etag:%2211c04-5587216e25140%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/thumbs/exerciseroom.bmp	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/thumbs/exerciseroom.bmp	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:40	97981/97981	---M--	200	added ('OK')	image/x-ms-bmp	etag:%2217ebd-5587216e25140%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/exerciseroom.bmp	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/exerciseroom.bmp	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:45	120364/120364	---M--	200	added ('OK')	image/x-ms-bmp	etag:%221d62c-5587216e25140%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/exerciseroom2.bmp	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/exerciseroom2.bmp	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:45	87218/87218	---M--	200	added ('OK')	image/x-ms-bmp	etag:%22154b2-5587216e25140%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/thumbs/exerciseroom2.bmp	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/gym/thumbs/exerciseroom2.bmp	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:46	23058/23058	---M--	200	added ('OK')	image/jpeg	etag:%225a12-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/storage6.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/storage6.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:48	5342/5342	---M--	200	added ('OK')	image/jpeg	etag:%2214de-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/thumbs/storage6.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/thumbs/storage6.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:50	3982/3982	---M--	200	added ('OK')	image/jpeg	etag:%22f8e-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/thumbs/storage3.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/thumbs/storage3.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:50	16764/16764	---M--	200	added ('OK')	image/jpeg	etag:%22417c-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/storage3.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/storage3.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:53	12704/12704	---M--	200	added ('OK')	image/jpeg	etag:%2231a0-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/storage5.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/storage5.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:53	0/-1	---M--	302	error ('')			https://lebronconstruction.com/Home.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Home.20a.delayed	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:53	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Roofing-Services-11-11.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Roofing-Services-11-11.20b.delayed	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:53	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Remodeling-Services.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Remodeling-Services.20c.delayed	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:53	7216/7216	---M--	200	added ('OK')	image/jpeg	etag:%221c30-55874b5e9c3c0%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/thumbs/storage5.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Remodeling/Basements/NewGallery/Storage/thumbs/storage5.jpg	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:53	339/339	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:56:54%20GMT	https://lebronconstruction.com/Financing_3.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Financing_3.htm	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:53	340/340	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:56:54%20GMT	https://lebronconstruction.com/Testimonials.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Testimonials.htm	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:54	342/342	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:56:54%20GMT	https://lebronconstruction.com/Online_Coupons.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Online_Coupons.htm	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:54	338/338	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:56:55%20GMT	https://lebronconstruction.com/Contact-Us.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Contact-Us.htm	(from https://lebronconstruction.com/Basement-Remodeling)
12:56:56	27796/27796	---M--	200	added ('OK')	image/jpeg	etag:%226c94-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/Before1.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/Before1.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:56:57	94741/94741	---M--	200	added ('OK')	image/jpeg	etag:%2217215-56e9ba226eec0%22	https://lebronconstruction.com/imageserver/UserMedia/YWPGALLERY/Remodeling/rennovationsheader.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/YWPGALLERY/Remodeling/rennovationsheader.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:56:58	4999/4999	---M--	200	added ('OK')	image/jpeg	etag:%221387-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/Before1.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/Before1.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:56:59	28561/28561	---M--	200	added ('OK')	image/jpeg	etag:%226f91-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During1.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During1.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:00	5588/5588	---M--	200	added ('OK')	image/jpeg	etag:%2215d4-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During1.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During1.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:01	18351/18351	---M--	200	added ('OK')	image/jpeg	etag:%2247af-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During2.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During2.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:01	3935/3935	---M--	200	added ('OK')	image/jpeg	etag:%22f5f-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During2.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During2.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:02	18681/18681	---M--	200	added ('OK')	image/jpeg	etag:%2248f9-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During3.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During3.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:02	4138/4138	---M--	200	added ('OK')	image/jpeg	etag:%22102a-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During3.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During3.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:03	4356/4356	---M--	200	added ('OK')	image/jpeg	etag:%221104-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During4.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During4.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:03	20752/20752	---M--	200	added ('OK')	image/jpeg	etag:%225110-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During4.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During4.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:04	4763/4763	---M--	200	added ('OK')	image/jpeg	etag:%22129b-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During5.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During5.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:04	24268/24268	---M--	200	added ('OK')	image/jpeg	etag:%225ecc-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During5.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During5.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:07	27589/27589	---M--	200	added ('OK')	image/jpeg	etag:%226bc5-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During6.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During6.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:07	4890/4890	---M--	200	added ('OK')	image/jpeg	etag:%22131a-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During6.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During6.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:08	20804/20804	---M--	200	added ('OK')	image/jpeg	etag:%225144-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During7.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During7.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:08	4433/4433	---M--	200	added ('OK')	image/jpeg	etag:%221151-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During7.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During7.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:09	26027/26027	---M--	200	added ('OK')	image/jpeg	etag:%2265ab-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During8.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During8.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:09	4921/4921	---M--	200	added ('OK')	image/jpeg	etag:%221339-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During8.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During8.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:10	0/-1	---M--	302	error ('')			https://lebronconstruction.com/Home.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Home.226.delayed	(from https://lebronconstruction.com/Room-Renovations)
12:57:10	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Roofing-Services-11-11.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Roofing-Services-11-11.227.delayed	(from https://lebronconstruction.com/Room-Renovations)
12:57:10	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Remodeling-Services.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Remodeling-Services.228.delayed	(from https://lebronconstruction.com/Room-Renovations)
12:57:10	4407/4407	---M--	200	added ('OK')	image/jpeg	etag:%221137-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During9.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/thumbs/During9.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:10	24161/24161	---M--	200	added ('OK')	image/jpeg	etag:%225e61-55874c315f500%22	https://lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During9.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/ywpgallery/Renovationspics/During9.jpg	(from https://lebronconstruction.com/Room-Renovations)
12:57:12	339/339	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:12%20GMT	https://lebronconstruction.com/Financing_3.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Financing_3.229.delayed	(from https://lebronconstruction.com/Room-Renovations)
12:57:12	340/340	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:13%20GMT	https://lebronconstruction.com/Testimonials.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Testimonials.htm	(from https://lebronconstruction.com/Room-Renovations)
12:57:13	342/342	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:13%20GMT	https://lebronconstruction.com/Online_Coupons.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Online_Coupons.htm	(from https://lebronconstruction.com/Room-Renovations)
12:57:13	338/338	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:14%20GMT	https://lebronconstruction.com/Contact-Us.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Contact-Us.htm	(from https://lebronconstruction.com/Room-Renovations)
12:57:13	0/-1	---M--	301	error ('')			https://lebronconstruction.com/fonts/glyphicons-halflings-regular.eot?	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.22dd41d.delayed	(from https://lebronconstruction.com/css/bootstrap.css)
12:57:14	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:14%20GMT	https://lebronconstruction.com/fonts/glyphicons-halflings-regular.woff2	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.woff2	(from https://lebronconstruction.com/css/bootstrap.css)
12:57:14	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:15%20GMT	https://lebronconstruction.com/fonts/glyphicons-halflings-regular.woff	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.woff	(from https://lebronconstruction.com/css/bootstrap.css)
12:57:15	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:15%20GMT	https://lebronconstruction.com/fonts/glyphicons-halflings-regular.ttf	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.ttf	(from https://lebronconstruction.com/css/bootstrap.css)
12:57:16	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:16%20GMT	https://lebronconstruction.com/fonts/glyphicons-halflings-regular.svg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/fonts/glyphicons-halflings-regular.svg	(from https://lebronconstruction.com/css/bootstrap.css)
12:57:16	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:17%20GMT	https://lebronconstruction.com/imageserver/confirm/ie.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/confirm/ie.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:17	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:17%20GMT	https://lebronconstruction.com/imageserver/confirm/body_bg.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/confirm/body_bg.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:17	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:18%20GMT	https://lebronconstruction.com/imageserver/confirm/header_bg.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/confirm/header_bg.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:18	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:18%20GMT	https://lebronconstruction.com/imageserver/confirm/buttons.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/confirm/buttons.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:18	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:19%20GMT	https://lebronconstruction.com/imageserver/confirm/buttons.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/confirm/buttons.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:19	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:19%20GMT	https://lebronconstruction.com/css/images/layers.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/css/images/layers.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:19	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:20%20GMT	https://lebronconstruction.com/css/images/layers-2x.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/css/images/layers-2x.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:20	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:20%20GMT	https://lebronconstruction.com/images/pattern.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/images/pattern.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:20	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:21%20GMT	https://lebronconstruction.com/images/6.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/images/6.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:21	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:21%20GMT	https://lebronconstruction.com/images/5.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/images/5.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:21	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:22%20GMT	https://lebronconstruction.com/images/4.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/images/4.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:22	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:22%20GMT	https://lebronconstruction.com/images/3.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/images/3.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:22	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:23%20GMT	https://lebronconstruction.com/images/2.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/images/2.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:23	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:23%20GMT	https://lebronconstruction.com/images/1.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/images/1.jpg	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:23	0/-1	---M--	301	error ('')			https://lebronconstruction.com/imageserver/AdminMedia/moduleImages/megaslider/shadow.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/AdminMedia/moduleImages/megaslider/shadow.240.delayed	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:23	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:24%20GMT	https://lebronconstruction.com/imageserver/AdminMedia/moduleImages/megaslider/nav.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/AdminMedia/moduleImages/megaslider/nav.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:24	79/79	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:24%20GMT	https://lebronconstruction.com/imageserver/AdminMedia/moduleImages/megaslider/options.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/AdminMedia/moduleImages/megaslider/options.png	(from https://lebronconstruction.com/css/stylesheet-1722871951.css)
12:57:27	168849/168849	---M--	200	added ('OK')	image/jpeg	etag:%2229391-55902270503c0%22	https://lebronconstruction.com/imageserver/Textures/MESlide-1.jpg	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/Textures/MESlide-1.jpg	(from https://lebronconstruction.com/CST5)
12:57:29	33473/33473	---M--	200	added ('OK')	image/png	etag:%2282c1-558ecd795d400%22	https://lebronconstruction.com/imageserver/AdminMedia/GAF/2017/ViewShingles.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/AdminMedia/GAF/2017/ViewShingles.png	(from https://lebronconstruction.com/CST5)
12:57:29	40712/40712	---M--	200	added ('OK')	image/png	etag:%229f08-558ecd82e6a80%22	https://lebronconstruction.com/imageserver/AdminMedia/GAF/2017/RoofSystem.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/AdminMedia/GAF/2017/RoofSystem.png	(from https://lebronconstruction.com/CST5)
12:57:30	0/-1	---M--	302	error ('')			https://lebronconstruction.com/Home.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Home.247.delayed	(from https://lebronconstruction.com/CST5)
12:57:30	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Roofing-Services-11-11.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Roofing-Services-11-11.248.delayed	(from https://lebronconstruction.com/CST5)
12:57:30	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Remodeling-Services.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Remodeling-Services.249.delayed	(from https://lebronconstruction.com/CST5)
12:57:30	0/-1	---M--	301	error ('')			https://lebronconstruction.com/Financing_3.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Financing_3.24a.delayed	(from https://lebronconstruction.com/CST5)
12:57:30	6637/6637	---M--	200	added ('OK')	image/png	etag:%2219ed-5933af24be680%22	https://lebronconstruction.com/imageserver/UserMedia/gaf/2019/WarrantyIcon2.png	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/imageserver/UserMedia/gaf/2019/WarrantyIcon2.png	(from https://lebronconstruction.com/CST5)
12:57:31	340/340	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Aug%202024%2016:57:31%20GMT	https://lebronconstruction.com/Testimonials.htm	C:/Users/User/Downloads/pages%20copy/lebron%20inc/lebronconstruction.com/Testimonials.htm	(from https://lebronconstruction.com/CST5)
